lyrics,year,title,artist_x,weeks,rank,broad_genre,artist_y,Mood
"Head under water And they tell me to breathe easy for a while  The breathing gets harder, even I know that Made room for me  but it's too soon to see If I'm happy in your hands I'm unusually hard to hold on to Blank stares at blank pages  No easy way to say this You mean well, but you make this hard on me  I'm not gonna write you a love song 'cause you asked for it 'cause you need one, you see I'm not gonna write you a love song 'cause you tell me it's  make or break in this If you're on your way I'm not gonna write you to stay If all you have is leaving  I'ma need a better reason to write you a love song today, today I learned the hard way That they all say things you want to hear  And my heavy heart sinks deep down under You and your twisted words Your help just hurts You are not what I thought you were Hello to high and dry Convinced me to please you  Made me think that I need this too I'm trying to let you hear me as I am I'm not gonna write you a love song 'cause you asked for it 'cause you need one, you see I'm not gonna write you a love song 'cause you tell me it's make or break in this If you're on your way I'm not gonna write you to stay If all you have is leaving I'ma need a better reason to write you a love song today Promise me that you'll leave the light on To help me see with daylight, my guide, gone 'cause I believe there's a way you can love me Because I say I won't write you a love song 'cause you asked for it 'cause you need one, you see I'm not gonna write you a love song 'cause you tell me it's make or break in this Is that why you wanted a love song? 'cause you asked for it 'cause you need one, you see I'm not gonna write you a love song 'cause you tell me it's make or break in this If you're on your way I'm not gonna write you to stay If your heart is nowhere in it I don't want it for a minute Babe, I'll walk the seven seas when I believe that there's a reason to write you a love song today, today",2008.0,Love Song,sara bareilles,41.0,47.0,rock,Tesla,happy
"Head under water And they tell me to breathe easy for a while  The breathing gets harder, even I know that Made room for me  but it's too soon to see If I'm happy in your hands I'm unusually hard to hold on to Blank stares at blank pages  No easy way to say this You mean well, but you make this hard on me  I'm not gonna write you a love song 'cause you asked for it 'cause you need one, you see I'm not gonna write you a love song 'cause you tell me it's  make or break in this If you're on your way I'm not gonna write you to stay If all you have is leaving  I'ma need a better reason to write you a love song today, today I learned the hard way That they all say things you want to hear  And my heavy heart sinks deep down under You and your twisted words Your help just hurts You are not what I thought you were Hello to high and dry Convinced me to please you  Made me think that I need this too I'm trying to let you hear me as I am I'm not gonna write you a love song 'cause you asked for it 'cause you need one, you see I'm not gonna write you a love song 'cause you tell me it's make or break in this If you're on your way I'm not gonna write you to stay If all you have is leaving I'ma need a better reason to write you a love song today Promise me that you'll leave the light on To help me see with daylight, my guide, gone 'cause I believe there's a way you can love me Because I say I won't write you a love song 'cause you asked for it 'cause you need one, you see I'm not gonna write you a love song 'cause you tell me it's make or break in this Is that why you wanted a love song? 'cause you asked for it 'cause you need one, you see I'm not gonna write you a love song 'cause you tell me it's make or break in this If you're on your way I'm not gonna write you to stay If your heart is nowhere in it I don't want it for a minute Babe, I'll walk the seven seas when I believe that there's a reason to write you a love song today, today",2008.0,Love Song,sara bareilles,41.0,47.0,rock,Adele,happy
Whenever I'm alone with you You make me feel like I am home again Whenever I'm alone with you You make me feel like I am whole again  Whenever I'm alone with you You make me feel like I am young again Whenever I'm alone with you You make me feel like I am fun again  How ever far away I will always love you How ever long I stay I will always love you Whatever words I say I will always love you  I will always love you  Whenever I'm alone with you You make me feel like I am free again Whenever I'm alone with you You make me feel like I am clean again  How ever far away I will always love you How ever long I stay I will always love you Whatever words I say I will always love you I will always love you,2004.0,Love Song,311,20.0,78.0,rock,Tesla,happy
Whenever I'm alone with you You make me feel like I am home again Whenever I'm alone with you You make me feel like I am whole again  Whenever I'm alone with you You make me feel like I am young again Whenever I'm alone with you You make me feel like I am fun again  How ever far away I will always love you How ever long I stay I will always love you Whatever words I say I will always love you  I will always love you  Whenever I'm alone with you You make me feel like I am free again Whenever I'm alone with you You make me feel like I am clean again  How ever far away I will always love you How ever long I stay I will always love you Whatever words I say I will always love you I will always love you,2004.0,Love Song,311,20.0,78.0,rock,Adele,happy
"Joe: Jones Beach 1988 Come on (Come on)  Do you remember, or should I rewind To that summer when you caught my eye I played it cool The weather was hot You had the beauty and the beach on lock  Donnie: With your flip flops, half-shirt, short shorts, mini skirt Walkin' on the beach, so pretty You wasn't lookin' for a man When you saw me in the sand But you fell for the boy from the city  Jordan: I was like, ""hey, girl, can I get your number"" I remember what you told me too ""Don't call after ten"" But you know that I did 'Cause I couldn't stop thinkin' 'bout you  All: I think about you in the summertime (Oh oh) And all the good times we had, baby Been a few years and I can't deny (Oh oh) The thought of you still makes me crazy I think about you in the summertime (Oh oh) Jordan: I'm sittin' here in the sun with you on my mind You're my, my summertime  Joey: Do you remember I'll never forget Touchin' your body all soakin' wet The water was cool The feelin' was hot Kissin' on you while the ocean rocked  Donnie: In your strapless sundress Kickin' back, no stress As long as we were together 'Cause we were feelin' young love And we couldn't get enough Baby, I could reminisce forever  Jordan: And now I'm like Hey, girl, don't you know I miss it And I wonder if you miss it too Never thought it would end 'til it did Now, I'm here and I can't stop thinkin' 'bout you  All: I think about you in the summertime (Oh oh) And all the good times we had, baby Been a few years and I can't deny (Oh oh) The thought of you still makes me crazy I think about you in the summertime (Oh oh) I'm sittin' here in the sun with you on my mind You're my, my summertime  Donnie: Break it down  Jordan: Summer ended Winter started It got colder when we parted ways (Donnie: I like this part) Jordan: As the seasons change (Donnie: Bring it forward, bring it back Jordan: Winter melted Spring I felt it Summertime will never be the same (Without you. My summertime) My summertime  All: I think about you in the summertime (I think about you) (Oh oh) And all the good times we had, baby (we had baby) Been a few years and I can't deny (I can't deny) (Oh oh) The thought of you still makes me crazy (makes me crazy) I think about you in the summertime (Oh oh) Jordan: I'm sittin' here in the sun with you on my mind (on my mind) My summertime  All: Whoa, whoa, whoa, whoa, whoa, oh yeah",2008.0,Summertime,new kids on the block,13.0,86.0,pop,Billie Holiday,relaxed
"Summertime is finally here That old ballpark, man, is back in gear Out on 49 Man I can see the lights  School's out and the nights roll in Man, just like a long lost friend You ain't seen in a while And can't help but smile  And it's two bare feet on the dashboard Young love and an old Ford Cheap shades and a tattoo And a Yoo-Hoo bottle on the floorboard  Perfect song on the radio Sing along 'cause it's one we know It's a smile, it's a kiss It's a sip of wine, it's summertime Sweet summertime  Temperature says 93 Down at the Deposit and Guarantee But that swimmin' hole It's nice and cold  Bikini bottoms underneath But the boys' hearts still skip a beat When them girls shimmy off Them old cutoffs  And it's two bare feet on the dashboard Young love and an old Ford Cheap shades and a tattoo And a Yoo-Hoo bottle on the floorboard  Perfect song on the radio Sing along 'cause it's one we know It's a smile, it's a kiss It's a sip of wine, it's summertime Sweet summertime  The more things change The more they stay the same It don't matter how old you are When you know what I'm talkin' 'bout Yeah baby when you got  Two bare feet on the dashboard Young love and an old Ford Cheap shades and a tattoo And a Yoo-Hoo bottle rollin' on the floorboard  Perfect song on the radio Sing along 'cause it's one we know It's a smile, it's a kiss It's a sip of wine, it's summertime Sweet summertime",2006.0,Summertime,kenny chesney,20.0,65.0,country,Billie Holiday,relaxed
"After all of the times that we tried, I found out we were living a lie  And after all of this love that we made, I Know Now you don't love me the same The way that I love (The way that I love you)  The way that I love (The way that I love you) The way that I love (The way that I love you)  I woke up kinda early today, and something told me from that moment it wouldn't be the same Felt like you were hidin' something, but I didn't push it, I didn't complain or say nothing I tried to act like I didn't see it, 'cause deep down I know I didn't wanna believe it  There it was, it was you and her, you left your sidekick on the night stand and I read Everything you did and everything you said, Now I'm standin' here lookin' like, ""Damn""  I thought it was you and I, now all I gotta say is ""Why""? After all of the times that we tried, I found out we were living a lie  And after all of this love that we made, I Know Now you don't love me the same The way that I love (The way that I love you)  The way that I love (The way that I love you) The way that I love (The way that I love you) I noticed now that when I'm around, you be tryin' to lock the door, whispering on the phone  Now wait a minute, since we been in this house you ain't never did this before, tell me what's this about. (What's this about) I tried to sit and say to myself,  this here is too good, he don't want nothin' else But there it was, it was you and her, you left the credit card receipt inside the beamer with  Everything you bought And everything you spent, now I'm standing here, once again I thought it was you and I  Now all I have to say is ""Why""? After all of the times that we tried, I found out we were living a lie And after all of this love that we made, I Know Now you don't love me the same The way that I love (The way that I love you) The way that I love (The way that I love you) The way that I love (The way that I love you) Oh, Oh You lied You lied Oh, Why Why Yes Why'd you have to lie to me Why'd you have to lie to me-e Why'd you have to lie to me Whyyyy... After all of the times that we tried, I found out we were living a lie And after all of this love that we made, I Know Now you don't love me the same The way that I love (The way that I love you) The way that I love (The way that I love you) The way that I love (The way that I love you)",2008.0,The Way That I Love You,ashanti,18.0,99.0,r&b,Ashanti,happy
"Now even though I try to play it off I'm thinkin' 'bout you all day long And I can't wait for shorty to come through From your lips and back up to your eyes My hands on your hips when we grind I'm fantasizin' 'bout what I'm gon' do to you Got me fiendin' for her love, can't lie Man, you should see how she got me Spendin' all this time with her And I couldn't leave her if I wanted to Her love turns men into fools  Tell me what a man is to do 'Cause I can't breathe when you talk to me I can't breathe when you're touchin' me I suffocate when you're away from me So much love you take from me I'm goin' outta my mind  I can't breathe when you talk to me I can't breathe when you're touchin' me I suffocate when you're away from me So much love you take from me I'm goin' outta my mind Whenever we up in this bed And my fingers all in your hair I wonder if you feel me watchin' you  'Cause I can't go a night without your lovin' Got me lookin' at this phone  Every time it rings, I hope it's you, girl Got me bracin' for your love And I've fallen for you, I can't lie I just wanna be with you And yes, she got me there, I said it Somebody call the paramedics  Tell 'em to hurry up and come through 'Cause I can't breathe when you talk to me I can't breathe when you're touchin' me I suffocate when you're away from me  So much love you take from me I'm goin' outta my mind Can't breathe when you talk to me I can't breathe when you're touchin' me I suffocate when you're away from me  So much love you take from me I'm goin' outta my mind Don't ever leave me, girl I need you inside my world  I can't go a day without you And see, nobody else will ever do I'll never feel like I feel with you 'Cause I can't breathe when you talk to me I can't breathe when you're touchin' me I suffocate when you're away from me So much love you take from me I'm goin' outta my mind I can't breathe when you talk to me I can't breathe when you're touchin' me I suffocate when you're away from me So much love you take from me I'm goin' outta my mind Ooh, no, no, I can't breathe Ooh, no, no, I can't breathe Ooh, no, no, I can't breathe, ooh, no, no Ooh, no, no, I can't breathe Ooh, no, no, I can't breathe",2008.0,Suffocate,j. holiday,24.0,49.0,r&b,Cold,angry
Don't get any big ideas They're not gonna happen  You paint yourself white And fill up with noise But there'll be something missing  Now that you found it It's gone  Now that you feel it You don't You've gone off the rails  So don't get any big ideas They're not gonna happen  You'll go to Hell For what your dirty mind Is thinking,2008.0,Nude,radiohead,1.0,37.0,rock,Radiohead,sad
"Slip in into the diamond life Slip in into the diamond life Slip in into the diamond life Ah, ah, ah ah, everybody get up Yeah, I know I'm only 17, I only got a few dollars Hajima jeon-hyeo gaeuiji anh-a it'd be no problem Imi jungpun-han sigankwa aryeok Modu gojeoss-euni jal bwa I'm the diamond  Gamtan-hage doe uri dantan ham-I Mandeul-o nae ganeun gimakhin I johwa, bomyeon neodo joh-a Hal giya bunmyeong Naega nun-e ttuimyeon eomji deul gyo buteo, uh Ja non peo bwa, oh I like jackson, I dance around (ah, ah) Ije junpideon saram deul yeogi hana deul set, ne Heulk sog-e muthyeo itdeon nal wiro kkeul-o olyeo (ah ah) Ije bijeul nael sigan-I ya oh oh oh oh  Shinings diamonds yeah, sigan I deu heureodo Yakhae jiji anh-a, we'll keep it up Sigan I pinaneun yaksog-eul ne son-e kkiwojulke Shining diamonds yeah, neol pinaelke (Shining diamonds yeah) oh yes I'm the diamond Hyungnae nael su eopneun seventeen carat Ilbun, ilchoga boseok gateun Siganeul jeulkyo, this is our life, hun  Shining diamonds yeah! Ije na sumginjima piharyeo hajima Nan jigeum nu goboda bina, geu etteon nu goboda bina Gamjuryeo hajima yeah uh Da piryeo eopneun gamjeong Yeogi sangtaeneun joe gyojoreul daryeo (coups!) Ne mom an-e kamjun geol tohaenae sseoda nae (yeah) Moduga I mom-eul damnaege hae  Ja non peo bwa, oh I like jackson, I dance around (ah, ah) Ije junpideon saram deul yeogi hana deul set, ne Heulk sog-e muthyeo itdeon nal wiro kkeul-o olyeo (ah ah) Ije bijeul nael sigan-I ya oh oh oh oh Shinings diamonds yeah! Sigan I deu heureodo Yakhae jiji anh-a, we'll keep it up Sigan I pinaneun yaksog-eul ne son-e kkiwojulke Shining diamonds yeah, neol pinaelke  Slip in into the diamond life Slip in into the diamond life Slip in into the diamond life Ah, ah, ah ah, everybody get up Shinings diamonds yeah! Sigan I deu heureodo Yakhae jiji anh-a, we'll keep it up  Sigan I pinaneun yaksog-eul ne son-e kkiwojulke Shining diamonds yeah, neol pinaelke We gon' shine like woah! Shining diamonds yeah! Oh yes I'm the diamond Hyungnae nael su eopneun seventeen carat Ilbun ilchoga boseok gateun siganeul jeulkyo, this is our life, hun",2008.0,Diamond Girl,ryan leslie,3.0,96.0,r&b,Seals & Crofts,relaxed
"Slip in into the diamond life Slip in into the diamond life Slip in into the diamond life Ah, ah, ah ah, everybody get up Yeah, I know I'm only 17, I only got a few dollars Hajima jeon-hyeo gaeuiji anh-a it'd be no problem Imi jungpun-han sigankwa aryeok Modu gojeoss-euni jal bwa I'm the diamond  Gamtan-hage doe uri dantan ham-I Mandeul-o nae ganeun gimakhin I johwa, bomyeon neodo joh-a Hal giya bunmyeong Naega nun-e ttuimyeon eomji deul gyo buteo, uh Ja non peo bwa, oh I like jackson, I dance around (ah, ah) Ije junpideon saram deul yeogi hana deul set, ne Heulk sog-e muthyeo itdeon nal wiro kkeul-o olyeo (ah ah) Ije bijeul nael sigan-I ya oh oh oh oh  Shinings diamonds yeah, sigan I deu heureodo Yakhae jiji anh-a, we'll keep it up Sigan I pinaneun yaksog-eul ne son-e kkiwojulke Shining diamonds yeah, neol pinaelke (Shining diamonds yeah) oh yes I'm the diamond Hyungnae nael su eopneun seventeen carat Ilbun, ilchoga boseok gateun Siganeul jeulkyo, this is our life, hun  Shining diamonds yeah! Ije na sumginjima piharyeo hajima Nan jigeum nu goboda bina, geu etteon nu goboda bina Gamjuryeo hajima yeah uh Da piryeo eopneun gamjeong Yeogi sangtaeneun joe gyojoreul daryeo (coups!) Ne mom an-e kamjun geol tohaenae sseoda nae (yeah) Moduga I mom-eul damnaege hae  Ja non peo bwa, oh I like jackson, I dance around (ah, ah) Ije junpideon saram deul yeogi hana deul set, ne Heulk sog-e muthyeo itdeon nal wiro kkeul-o olyeo (ah ah) Ije bijeul nael sigan-I ya oh oh oh oh Shinings diamonds yeah! Sigan I deu heureodo Yakhae jiji anh-a, we'll keep it up Sigan I pinaneun yaksog-eul ne son-e kkiwojulke Shining diamonds yeah, neol pinaelke  Slip in into the diamond life Slip in into the diamond life Slip in into the diamond life Ah, ah, ah ah, everybody get up Shinings diamonds yeah! Sigan I deu heureodo Yakhae jiji anh-a, we'll keep it up  Sigan I pinaneun yaksog-eul ne son-e kkiwojulke Shining diamonds yeah, neol pinaelke We gon' shine like woah! Shining diamonds yeah! Oh yes I'm the diamond Hyungnae nael su eopneun seventeen carat Ilbun ilchoga boseok gateun siganeul jeulkyo, this is our life, hun",2008.0,Diamond Girl,ryan leslie,3.0,96.0,r&b,Nice & Wild,relaxed
"So tell me Slim what you wanna do When you know I'm in love with you Every time that I turn around Look for you but you can't be found  Fly free baby, fine with me I'm in love with a bumble bee Ooh Slim boy, you killing me But you so sweet to me  Honey, you so sweet Sugar, gone a long way to catch you You so sweet All I gotta do is add a little lemon You my favorite drink You make me think Honey, you so sweet  So tell me Slim what it's gonna be It don't be like this usually When it come to the, ""What it do?"" I don't fall for that, ""Woop-tee-woo""  Boy, can you tell me please? Wanna know if you feeling me Slim boy, you killing me But you so sweet to me  Honey, you so sweet Sugar, gone a long way to catch you You so sweet All I gotta do is add a little lemon You my favorite drink You make me think Honey, you so sweet  You got that honey, you running from me You really turn me on You got that honey, stop acting funny You really turn me on  So tell me Slim what you trying to do I'm tryna get me your interview Look for you all over town But you gave me the run-around  Fly free baby fine with me I need to know, is you feeling me? Can you stick your pinky finger in my tea? 'Cause you're so sweet to me  Honey, you so sweet Sugar, gone a long way to catch you You so sweet All I gotta do is add a little lemon You my favorite drink You make me think Honey, you so sweet Honey, honey, honey, say  You got that honey, you running from me You really turn me on You got that honey, stop acting funny You really turn me on  You got that honey, you running from me You really turn me on You got that honey, stop acting funny You really turn me on",2008.0,Honey,erykah badu,3.0,100.0,r&b,Best Coast,relaxed
"Whoa... Whoa, we go back so far swingin in your back yard, all the things that we used to do We were cool back in high school  ooh I really liked you, must have been your attitude. That's why you keep on runnin in and out of my mind. As the years they'll roll by,  Baby, now I know why I keep comin back to you. You're the only one that knows me, love it when you hold me, never find a love like this. Let me hear you say, now I'll never be lonely,  look at what you've shown me, never find a love like this Well this life tried to keep us apart you keep callin me back to your heart. Let me hear you say, I'm so glad you found me,  wrap you all around me, never find a love like this. All the guys tried to take me, you're the one who saved me, I feel like I owe you my life. And as strange as it may seem,  I'll go if you take me I'm willing to sacrifice. That's why you keep on runnin in and out of my mind. As the years, they'll roll by,  it's not hard to know why I keep comin back to you. You're the only one that knows me, love it when you hold me, never find a love like this. Let me hear you say, now I'll never be lonely,  look at what you've shown me, never find a love like this. Cause this life tried to keep us apart, you keep calling me back to your heart. Let me hear you say, I'm so glad you found me,  wrap you all around me, never find a love like this. May never find a love, love, love a love like this, that still make me think about my middle school kiss. I sit here in this chair and I wish for you not to leave me now. My friends they always told me not to make you my wifey, man they was putting you down. And now they see we rollin,  me and you, we strollin, they don't wanna come around. Let me hear you say, you're the only one that knows me, love it when you hold me, never find a love like this. Let me hear you say, now I'll never be lonely,  look at what you've shown me, never find a love like this. When this life tries to keep us apart, you keep callin me back to your heart. Let me hear you say, I'm so glad you found me, wrap you all around me, never find a love like this, Oh_ Never find a love like this_ When this life tried to keep us apart, you keep callin me back to your heart, Let me hear you say, Oh_ Never find a love like this. Oh_ Never find a love like this",2008.0,Love Like This,natasha bedingfield,20.0,42.0,r&b,Faith Evans,happy
"Yeah When I look in her eyes, it ain't no surprise Sparks start a flyin' like the 4th of July She gets me so hot, my heart starts a poppin' When we get to kissin', there ain't no stoppin'  When it comes to love, she ain't no slacker My little darlin' is a firecracker  When I light the fuse, I gotta get back quick You gotta be careful with a dynamite stick Son of a gun, she's fun to handle And she packs a punch like a roman candle  She's a pack of black cats in a red paper wrapper My little darlin' is a firecracker  We might not ought to take a roll in the hay 'Cause we'd burn the barn down one of these days We're a match made in heaven and it ain't no joke But I'd sure hate to see it go up in smoke  We got a good thing going and it feels so right She's a firecracker, she's the light of my life  She goes off with a great big bang Boys, I tell ya it's a beautiful thing She takes off, you better hang on tight She's a blonde bottle rocket in the middle of the night  When she makes love she's a heart attacker My little darlin' is a firecracker  We might not ought to take a roll in the hay 'Cause we'd burn the barn down one of these days We're a match made in heaven and it ain't no joke But I'd sure hate to see it go up in smoke  We got a good thing going and it feels so right She's a firecracker, she's the light of my life Aww Haw  Yeah, we got a good thing going and it feels so right She's a firecracker, she's the light of my life  We got a good thing going and it feels so right She's a firecracker, she's the light of my life She's a firecracker, she's the light of my life Mmm Hmm Firecracker, firecracker WooHoo! Ssss... Bang Firecracker, firecracker",2008.0,Firecracker,josh turner,20.0,99.0,country,Steel Train,sad
"Aye, Aye, Aye, Aye, Aye, Aye, Aye Put you to the bed, bed, bed Put you to the bed, bed, bed Aye, Aye, Aye, Aye Girl, change into that Victoria Secret thing that I like Alright Ok, tonight your having me your way Perfume, spray it there Put our love in the air Now put me right next to you Fittin to raise the temp in the room First rub my back like you do Right there, uh-uh, right there uh You touch me like you care Now Stop And let me repay you for the week that you've been thru Working that 9-5 and staying cute, like you do oh, oh, oh I love it (I love it) You love it (You love it) Everytime (Everytime) We touchin (We touchin) I want it (I want it) You want it (You want it) I'll see you (see you) In the morning (In the morning) I wanna put my fingers thru your hair Wrap me up in your legs And love you till your eyes roll back I'm tryin to put you to bed, bed, bed I'mma put you to bed, bed, bed Then I'ma rock your body Turn you over Love is war I'm your soldier Touching you like it's our first time I'mma put you to bed, bed, bed I'ma put you to bed, bed, bed I'm staring at you while your sleep You replaced it for beauty Put my face up in your neck and breathe (aww, breathe) Take you into my senses Wake up, it's time to finish Round two, It's round two Matter of fact it's closer to three She like, ""how long I been sleep?"" Shorty, kisses turn into the sweetest dreams Like give it to me And I can feel her tell me My angel this is wonderful Thanks, for letting me bless ya Come down, fly, right, drift back into heaven Oh, Oh, Oh, Oh I love it (I love it) You love it (You love it) Everytime (Everytime) We touchin (We touchin) I want it (I want it) You want it (You want it) I'll see you (see you) In the morning (In the morning) I wanna put my fingers thru your hair Wrap me up in your legs And love you till your eyes roll back I'm tryin to put you to bed, bed, bed I'mma put you to bed, bed, bed Then I'ma rock your body Turn you over Love is war I'm your soldier Touching you like it's our first time I'mma put you to bed, bed, bed I'ma put you to bed, bed, bed Watch the sunlight peak over the horizons Ou-Ou, Ou-Ou, Ou-Ou, Ou-Ou Sun ain't the only thing that's shining Ou-Ou, Ou-Ou, Ou-Ou, Ou-Ou Now, I'mma send you out into the world with my love Tell everybody aye, aye, aye I wanna put my fingers thru your hair Wrap me up in your legs And love you till your eyes roll back I'm tryin to put you to bed, bed, bed I'mma put you to bed, bed, bed Then I'ma rock your body Turn you over Love is war I'm your soldier Touching you like it's our first time I'mma put you to bed, bed, bed I'ma put you to bed, bed, bed",2008.0,Bed,j. holiday,23.0,46.0,r&b,J. Holiday,relaxed
"Cada blanco de mi mente Se vuelve color con verte Y el deseo de tenerte Es ms fuerte, es ms fuerte  Solo quiero que me lleves De tu mano por la senda Y atravesar el bosque Que divide nuestras vidas  Hay tantas cosas Que me gustan hoy de ti  Me enamora Que me hables con tu boca Me enamora Que me eleves hasta el cielo Me enamora Que de mi sea tu alma so±adora  Esperanza de mis ojos Sin ti mi vida no tiene sentido Sin ti mi vida es como un remolino De cenizas que se van, ooh Volando con el viento  Yo no s© si te merezco  Solo s© que a_n deseo Que le des luz a mi vida  En los d_as venideros L©eme muy bien los labios Te lo digo bien despacio Por el resto de mis d_as  Quiero ser tu compa±_a Hay tantas cosas  Que me gustan hoy de ti Me enamora Que me hables con tu boca Me enamora Que me eleves hasta el cielo Me enamora Que de mi sea tu alma so±adora Esperanza de mis ojos Sin ti mi vida no tiene sentido Sin ti mi vida es como un remolino De cenizas que se van, ooh Me enamora Que me hables con tu boca Me enamora Que me eleves hasta el cielo Me enamora Que de mi sea tu alma so±adora Esperanza de mis ojos Sin ti mi vida no tiene sentido Sin ti mi vida es como un remolino De cenizas que se van, ooh Volando con el viento",2008.0,Me Enamora,juanes,14.0,91.0,rock,Juanes,sad
"Hang all the mistletoe I'm gonna get to know, you better This Christmas And as we trim the tree how much fun it's gonna be, together This Christmas  The fireside is blazing bright We're caroling through the night This Christmas Will be, a very special Christmas for me  Let's go  Presents and cards are here My world is filled with cheer and you This Christmas And as I look around Your eyes outshine the town, they do This Christmas The fireside is blazing bright And we're caroling through the night And This Christmas  Will be, a very special Christmas for me  Shake a hand, shake a hand now  Ooh, the fireside is blazing bright We're caroling through the night And This Christmas Will be, so special for you and me, yes, it will be Shake a hand now Come on, everybody shake a hand now Family and we'll be together To make this Christmas bright, yes, we will",2008.0,This Christmas,chris brown,5.0,62.0,r&b,"Harry Connick, Jr.",happy
"Hang all the mistletoe I'm gonna get to know, you better This Christmas And as we trim the tree how much fun it's gonna be, together This Christmas  The fireside is blazing bright We're caroling through the night This Christmas Will be, a very special Christmas for me  Let's go  Presents and cards are here My world is filled with cheer and you This Christmas And as I look around Your eyes outshine the town, they do This Christmas The fireside is blazing bright And we're caroling through the night And This Christmas  Will be, a very special Christmas for me  Shake a hand, shake a hand now  Ooh, the fireside is blazing bright We're caroling through the night And This Christmas Will be, so special for you and me, yes, it will be Shake a hand now Come on, everybody shake a hand now Family and we'll be together To make this Christmas bright, yes, we will",2008.0,This Christmas,chris brown,5.0,62.0,r&b,Gloria Estefan,happy
"Said the night wind to the little lamb Do you see what I see Way up in the sky little lamb Do you see what I see A star, a star Dancing in the night With a tail as big as a kite With a tail as big as a kite  Said the little lamb to the shepherd boy Do you hear what I hear (Do you hear what I hear) Ringing through the sky shepherd boy Do you hear what I hear (Do you hear what I hear) A song, a song High above the trees With a voice as big as the sea With a voice as big as the sea  Said the shepherd boy to the mighty king Do you know what I know  (Do you know what I know)  In your palace wall mighty king Do you know what I know (Do you know what I know) A child, a child Shivers in the cold Let us bring him silver and gold Let us bring him silver and gold  Said the king to the people everywhere Listen to what I say (Listen to what I say) Pray for peace people everywhere Listen to what I say (Listen to what I say) The child, the child Sleeping in the night He will bring us goodness and light He will bring us goodness and light He will bring us goodness and light",2008.0,Do You Hear What I Hear,carrie underwood,1.0,90.0,country,Vince Gill,relaxed
"I will not make the same mistakes that you did I will not let myself cause my heart so much misery I will not break the way you did You fell so hard I've learned the hard way, to never let it get that far  Because of you I never stray too far from the sidewalk Because of you I learned to play on the safe side So I don't get hurt Because of you I find it hard to trust Not only me, but everyone around me Because of you I am afraid  I lose my way And it's not too long before you point it out I cannot cry Because I know that's weakness in your eyes I'm forced to fake a smile, a laugh Every day of my life My heart can't possibly break When it wasn't even whole to start with  Because of you I never stray too far from the sidewalk Because of you I learned to play on the safe side So I don't get hurt Because of you I find it hard to trust Not only me, but everyone around me Because of you I am afraid  I watched you die I heard you cry Every night in your sleep I was so young You should have known better than to lean on me You never thought of anyone else You just saw your pain And now I cry In the middle of the night For the same damn thing  Because of you I never stray too far from the sidewalk Because of you I learned to play on the safe side So I don't get hurt Because of you I find it hard to trust Not only me, but everyone around me Because of you I am afraid  Because of you Because of you",2007.0,Because Of You,reba mcentire,15.0,89.0,country,Tony Bennett,happy
"I will not make the same mistakes that you did I will not let myself cause my heart so much misery I will not break the way you did You fell so hard I've learned the hard way, to never let it get that far  Because of you I never stray too far from the sidewalk Because of you I learned to play on the safe side So I don't get hurt Because of you I find it hard to trust Not only me, but everyone around me Because of you I am afraid  I lose my way And it's not too long before you point it out I cannot cry Because I know that's weakness in your eyes I'm forced to fake a smile, a laugh Every day of my life My heart can't possibly break When it wasn't even whole to start with  Because of you I never stray too far from the sidewalk Because of you I learned to play on the safe side So I don't get hurt Because of you I find it hard to trust Not only me, but everyone around me Because of you I am afraid  I watched you die I heard you cry Every night in your sleep I was so young You should have known better than to lean on me You never thought of anyone else You just saw your pain And now I cry In the middle of the night For the same damn thing  Because of you I never stray too far from the sidewalk Because of you I learned to play on the safe side So I don't get hurt Because of you I find it hard to trust Not only me, but everyone around me Because of you I am afraid  Because of you Because of you",2007.0,Because Of You,reba mcentire,15.0,89.0,country,Neil Sedaka,happy
"Ooo, Want to but I can't help it I love the way it feels This got me stuck between my fantasy and what is real I need it when I want it I want it when I don't Tell myself I'll stop everyday Knowing that I won't I got a problem, and I (don't know what to do about it) Even if I did, I don't know if I would quit But I doubt it; I'm Taken by the thought of it  And I know this much is true Baby, you have become my addiction I'm so strung out on you I can barely move, but I like it  So, then it's all because of you (all because of you) So, then it's all because of you (all because of you) And it's all because of you (all because of you) So, then it's all because Never get enough She's the sweetest drug  Think of it every second I can't get nothing done Only concern is the next time I'm gon' get me some Know I should stay away from 'Cause it's no good for me I try and try, but my obsession won't let me leave  I got a problem, and I (don't know what to do about it) Ooo, even if I did, I don't know if I would quit But I doubt it, I'm Taken by the thought of it  And I know this much is true Baby, you have become my addiction I'm so strung out on you (strung out on you) I can barely move, ooo, but I like it (but I like it)  So, then it's all because of you (all because of you) So, then it's all because of you (all because of you) And it's all because of you (all because of you) So, then it's all because Never get enough (never get enough) She's the sweetest drug  Ain't no doubt (no doubt, hey) So strung out (strung out, hey) Ain't no doubt So strung out (hey) (Over you) Over you (you) Over you (you)  (Because of you And it's all because of you Mmm, never get enough She's the sweetest drug)  And I know this much is true Baby, you have become my addiction I'm so strung out on you (strung out on you) I can barely move, ooo, but I like it (but I like it)  So, then it's all because of you (all because of you) So, then it's all because of you (all because of you) And it's all because of you (all because of you) So, then it's all because Never get enough (never get enough) She's the sweetest drug  (She's the sweetest drug)",2007.0,Because Of You,ne-yo,20.0,53.0,r&b,Tony Bennett,happy
